configuration,fold,seed,epoch,train_loss,validation_loss
Vision-only LSTM,5,47,23,0.13204247032997804,1.1665242552538588
Vision-only LSTM,5,47,24,0.1415977845814266,1.0403679214902144
Vision-only LSTM,5,47,25,0.1229851261611157,1.09032048260016
Vision-only LSTM,5,47,26,0.12613312981941827,1.002127746553541
Vision-only LSTM,5,47,27,0.11732130851072226,0.9826165396150053
Vision-only LSTM,5,47,28,0.12944820782140062,0.978632710389871
Vision-only LSTM,5,47,29,0.12625973559505646,0.9945038548149403
Vision-only LSTM,5,47,30,0.13470283851045728,0.9584534529682476
Vision-only LSTM,5,47,31,0.1325737763437895,0.9000282235740366
Vision-only LSTM,5,47,32,0.1522155361685496,0.9546216194297282
Vision-only LSTM,5,47,33,0.12981264050616775,0.8592540891977726
Vision-only LSTM,5,47,34,0.12309528528308014,0.8992512263123345
Vision-only LSTM,5,47,35,0.11524296921280051,0.9074130839428062
Vision-only LSTM,5,47,36,0.12042788096510941,0.9251146095978638
Vision-only LSTM,5,47,37,0.11675741181496846,0.9988800981384653
Vision-only LSTM,5,47,38,0.10763873249099155,0.8715256196241709
Vision-only LSTM,5,47,39,0.11367789668138903,0.992414636619436
Vision-only LSTM,5,47,40,0.11245359729341661,0.8627073186326701
Vision-only LSTM,5,47,41,0.11357339693180935,1.0114280755633578
Vision-only LSTM,5,47,42,0.1095450952867983,1.2375249422821109
Vision-only LSTM,5,47,43,0.10429728957506297,1.142998674763386
Vision-only LSTM,5,47,44,0.10753188282935316,1.0497048726184313
Vision-only LSTM,5,47,45,0.092230397356981,1.404463157299867
Vision-only LSTM,5,47,46,0.08891177158962338,1.5320186649978287
Vision-only LSTM,5,47,47,0.09063810520196126,1.6217970835587763
Vision-only LSTM,5,47,48,0.08719909505281971,1.70602503859397
Vision-only LSTM,5,47,49,0.10561091750543884,1.035708327974882
Vision-only LSTM,5,47,50,0.09986591509872798,2.090163994947569
Vision-only LSTM,5,47,51,0.08235298602806457,1.4434364972444762
Vision-only LSTM,5,47,52,0.07863354802105577,2.0476741310310564
Vision-only LSTM,5,47,53,0.09045128325955666,1.6724476549516685
Vision-only LSTM,5,47,54,0.08562780254813794,1.3677401710301638
Vision-only LSTM,5,47,55,0.07421221731354334,2.0786342027653752
Vision-only LSTM,5,47,56,0.08131269315734159,1.8020261261354453
Vision-only LSTM,5,47,57,0.0842705775927775,2.7947224096182257
Vision-only LSTM,5,47,58,0.07482601954023761,1.5037438674894332
Vision-only LSTM,5,47,59,0.08271910167096731,2.8756691710613436
Vision-only LSTM,5,47,60,0.07872312206928413,1.8598441599948288
Vision-only LSTM,5,48,1,1.0656243510899959,0.7578296876303555
Vision-only LSTM,5,48,2,0.3551839954986931,0.9442766037627086
Vision-only LSTM,5,48,3,0.30747597300729085,0.8958259417325946
Vision-only LSTM,5,48,4,0.2673390511665015,0.7984905140454914
Vision-only LSTM,5,48,5,0.22609876558148145,0.7096206898209434
Vision-only LSTM,5,48,6,0.2232387523865612,0.7388559935977624
Vision-only LSTM,5,48,7,0.22454435934598763,1.029799928205318
Vision-only LSTM,5,48,8,0.1967758679901554,0.8068347418333249
Vision-only LSTM,5,48,9,0.1744889163912583,0.875503955303498
Vision-only LSTM,5,48,10,0.19504720089339275,0.8337794188058602
Vision-only LSTM,5,48,11,0.18211648497397634,0.8009426228905124
Vision-only LSTM,5,48,12,0.18215588700924537,0.9049672471589763
Vision-only LSTM,5,48,13,0.1753080687149356,0.8946180502636127
Vision-only LSTM,5,48,14,0.1579495797360104,0.9987352499484516
Vision-only LSTM,5,48,15,0.16151028181764787,0.9397271204919435
Vision-only LSTM,5,48,16,0.16101139862286418,0.8389879993672641
Vision-only LSTM,5,48,17,0.16673545847160143,0.8500819666080754
Vision-only LSTM,5,48,18,0.15764991320427985,0.8942170151249668
Vision-only LSTM,5,48,19,0.14483316365351293,0.9349408990682047
Vision-only LSTM,5,48,20,0.1423140386019171,0.9152416104853028
Vision-only LSTM,5,48,21,0.1414043713618079,1.0028260161541793
Vision-only LSTM,5,48,22,0.14561504466662062,0.9602568542557443
Vision-only LSTM,5,48,23,0.14441991783450545,0.8954939633545386
Vision-only LSTM,5,48,24,0.142154855630845,0.9170178246510604
Vision-only LSTM,5,48,25,0.1293032654860904,0.9934112732640352
Vision-only LSTM,5,48,26,0.13300909846280148,0.9424677210346458
Vision-only LSTM,5,48,27,0.14066986941403026,1.0945126447725095
Vision-only LSTM,5,48,28,0.12649802522146175,1.0288257180582303
Vision-only LSTM,5,48,29,0.12817285893852007,0.9925882551717559
Vision-only LSTM,5,48,30,0.12662063950086822,0.9180255222995326
Vision-only LSTM,5,48,31,0.13824719197893084,0.9800109907953495
Vision-only LSTM,5,48,32,0.1583864435808895,0.8926627335121047
Vision-only LSTM,5,48,33,0.12211704857857165,0.9338666119415555
Vision-only LSTM,5,48,34,0.11072048651581148,1.2429813314034004
Vision-only LSTM,5,48,35,0.11639839569574069,1.2855909375524621
Vision-only LSTM,5,48,36,0.12089449413476405,1.2107328105272737
Vision-only LSTM,5,48,37,0.10622491859865114,1.0074888572752851
Vision-only LSTM,5,48,38,0.1012555829305179,2.0576141573785485
Vision-only LSTM,5,48,39,0.0938979941015582,1.8657604324742683
Vision-only LSTM,5,48,40,0.118098925967841,0.923854779428656
Vision-only LSTM,5,48,41,0.11308182763549039,1.4335611666898307
Vision-only LSTM,5,48,42,0.09442072182396744,1.51652091082412
Vision-only LSTM,5,48,43,0.09275581755514645,1.6903364734267288
Vision-only LSTM,5,48,44,0.09821690565757134,1.5093876580147374
Vision-only LSTM,5,48,45,0.09572536298791984,1.9227793317920756
Vision-only LSTM,5,48,46,0.09063348457837908,1.4785627679629896
Vision-only LSTM,5,48,47,0.0781899642393351,2.0139473008159823
Vision-only LSTM,5,48,48,0.08497183681407532,1.8225103333217543
Vision-only LSTM,5,48,49,0.08029835277312233,2.0966303664214707
Vision-only LSTM,5,48,50,0.08351239880302982,1.3779484950146585
Vision-only LSTM,5,48,51,0.13424338424530433,2.0514385242882014
Vision-only LSTM,5,48,52,0.10548657023164386,2.2055053400418543
Vision-only LSTM,5,48,53,0.08332761962108104,2.0418273573995136
Vision-only LSTM,5,48,54,0.09136232899956752,1.4305191856166601
Vision-only LSTM,5,48,55,0.0939970644430079,2.4110845449523106
Vision-only LSTM,5,48,56,0.08189885327933046,2.4965487183452404
Vision-only LSTM,5,48,57,0.07945760609262886,2.0876662308502496
Vision-only LSTM,5,48,58,0.09111015185385468,2.55521434776688
Vision-only LSTM,5,48,59,0.07111946559433681,2.415237952515764
Vision-only LSTM,5,48,60,0.09064186900635245,1.4037036678794794
Vision-only LSTM,5,49,1,1.0082396505949984,0.8276643980474092
Vision-only LSTM,5,49,2,0.3867178332411674,1.0138546344619128
Vision-only LSTM,5,49,3,0.29568853284912855,0.7122729801781772
Vision-only LSTM,5,49,4,0.2707274031290737,0.7504734972987784
Vision-only LSTM,5,49,5,0.21765141176331146,0.9698969573719697
Vision-only LSTM,5,49,6,0.22930287209543487,0.7220600502608457
Vision-only LSTM,5,49,7,0.22297044859850276,0.9880940742650122
Vision-only LSTM,5,49,8,0.1894778850028973,0.7627165604000071
Vision-only LSTM,5,49,9,0.20573274827718444,0.7774670342729276
Vision-only LSTM,5,49,10,0.18270899264217152,0.7872729392359091
Vision-only LSTM,5,49,11,0.16586797823958474,0.8816423572646747
Vision-only LSTM,5,49,12,0.1569383045888735,0.9575761171444407
Vision-only LSTM,5,49,13,0.14478379670380087,0.8767553291730661
Vision-only LSTM,5,49,14,0.1555346892451277,0.961830236626871
Vision-only LSTM,5,49,15,0.1556500118804897,0.9141617084949022
Vision-only LSTM,5,49,16,0.14020646797382527,1.1223063834120892
Vision-only LSTM,5,49,17,0.14914621911359316,0.9879382143043122
Vision-only LSTM,5,49,18,0.1526806176921656,0.8921373714565981
Vision-only LSTM,5,49,19,0.14099517491255115,0.843845285522113
Vision-only LSTM,5,49,20,0.18007693001305095,0.8763688914555924
Vision-only LSTM,5,49,21,0.14888528207456067,0.8821891097808784
Vision-only LSTM,5,49,22,0.15756846826655774,0.9341382148911868
Vision-only LSTM,5,49,23,0.13603546367354025,0.9492573932406787
Vision-only LSTM,5,49,24,0.13978729737213513,1.0471355811354999
Vision-only LSTM,5,49,25,0.13247091333168665,1.0186370195395291
Vision-only LSTM,5,49,26,0.12510381544617574,0.9734607147564428
Vision-only LSTM,5,49,27,0.12006296899746488,0.9758046251766587
Vision-only LSTM,5,49,28,0.156408278091447,0.8216880249246111
Vision-only LSTM,5,49,29,0.1388841446174475,0.8954316619432198
Vision-only LSTM,5,49,30,0.11734656267998925,0.7945397126974549
Vision-only LSTM,5,49,31,0.11448313992623253,0.8861160844845591
Vision-only LSTM,5,49,32,0.12769836752985106,1.0592079291303702
Vision-only LSTM,5,49,33,0.11921743910435947,1.0079747219130677
Vision-only LSTM,5,49,34,0.1431779343352141,1.0217735095718872
Vision-only LSTM,5,49,35,0.12139949180194914,0.892728569278927
Vision-only LSTM,5,49,36,0.11169475387555867,0.9292551584744854
Vision-only LSTM,5,49,37,0.10926023664607266,1.214575252005639
Vision-only LSTM,5,49,38,0.13971408819603065,0.6925414820480896
Vision-only LSTM,5,49,39,0.09850155181653862,1.1299145186175465
Vision-only LSTM,5,49,40,0.11395806982096472,1.2519850276754212
Vision-only LSTM,5,49,41,0.10489994892280553,1.0045102477011192
Vision-only LSTM,5,49,42,0.10149162069716544,1.5598793559487074
Vision-only LSTM,5,49,43,0.11542380302962066,1.2006927778167296
Vision-only LSTM,5,49,44,0.10467167308686143,1.3392546765967048
Vision-only LSTM,5,49,45,0.0932042755749683,1.7135747768554985
Vision-only LSTM,5,49,46,0.10460443432457663,1.0143498324201417
Vision-only LSTM,5,49,47,0.09327405591228449,0.9155950576059161
Vision-only LSTM,5,49,48,0.09001973544041121,1.473238189640285
Vision-only LSTM,5,49,49,0.09859340944677372,1.1656504888321806
Vision-only LSTM,5,49,50,0.07819885782033406,1.5512842976642418
Vision-only LSTM,5,49,51,0.08448678266024502,1.9863516479043342
Vision-only LSTM,5,49,52,0.07995675587194494,0.868469563689653
Vision-only LSTM,5,49,53,0.08039399531689578,1.1090232270810776
Vision-only LSTM,5,49,54,0.08427050204436333,0.974058089836401
Vision-only LSTM,5,49,55,0.07772877598990717,1.2762784445521653
Vision-only LSTM,5,49,56,0.07098512480246597,1.495767469758039
Vision-only LSTM,5,49,57,0.08073361409483808,1.1433615467669267
Vision-only LSTM,5,49,58,0.09040554291293688,1.4867778902158797
Vision-only LSTM,5,49,59,0.06957494355327788,1.4605417700808503
Vision-only LSTM,5,49,60,0.07561343621959593,2.4349190995909384
Vision-only LSTM,5,50,1,1.028236427826572,0.6431764876567593
Vision-only LSTM,5,50,2,0.3606625866495994,0.8189398483910151
Vision-only LSTM,5,50,3,0.28862870141699676,0.9012906345181495
Vision-only LSTM,5,50,4,0.23149064927381285,1.09947776681972
Vision-only LSTM,5,50,5,0.22896370725795134,0.776653232626945
Vision-only LSTM,5,50,6,0.23232340084951977,0.6429873171967281
Vision-only LSTM,5,50,7,0.18208010760996596,0.8966573648920099
Vision-only LSTM,5,50,8,0.21875812425226832,0.8283395936529092
Vision-only LSTM,5,50,9,0.18818099295658902,0.7366391042993253
Vision-only LSTM,5,50,10,0.16835444911543823,0.9096555668602949
Vision-only LSTM,5,50,11,0.1764784290533937,0.8800328167729408
Vision-only LSTM,5,50,12,0.1654396227662391,0.8472682347587569
Vision-only LSTM,5,50,13,0.17073440956660846,0.7978043979506323
Vision-only LSTM,5,50,14,0.1726226197462187,0.9404882486573805
Vision-only LSTM,5,50,15,0.1533083992313726,0.8277081266451681
Vision-only LSTM,5,50,16,0.1467345588341255,0.9022396593911093
Vision-only LSTM,5,50,17,0.13801644374576547,0.9703097560558179
Vision-only LSTM,5,50,18,0.15164763977434234,1.0633791731963367
Vision-only LSTM,5,50,19,0.21170701600857433,1.2674437750060603
Vision-only LSTM,5,50,20,0.15773635037526068,1.0332785687356625
Vision-only LSTM,5,50,21,0.1541615842021956,1.0348916889111701
Vision-only LSTM,5,50,22,0.1455363527161492,1.028761318863313
Vision-only LSTM,5,50,23,0.1302370409067433,1.0634791731397062
Vision-only LSTM,5,50,24,0.1529514826811403,1.124941075123081
Vision-only LSTM,5,50,25,0.155586741528402,0.9462630472905481
Vision-only LSTM,5,50,26,0.14297712406638274,0.9505014313029543
Vision-only LSTM,5,50,27,0.13328351797091442,0.9827052043981273
Vision-only LSTM,5,50,28,0.12942618228303612,1.049841591553368
Vision-only LSTM,5,50,29,0.1212230338435734,1.0326458309119102
Vision-only LSTM,5,50,30,0.12384988223242424,1.1222922171561722
Vision-only LSTM,5,50,31,0.12477383579069354,1.0106081517737366
Vision-only LSTM,5,50,32,0.12980363197736397,0.9866035920519
Vision-only LSTM,5,50,33,0.1133094909789002,1.0323553570786361
Vision-only LSTM,5,50,34,0.11910251152189848,0.9575240745421976
Vision-only LSTM,5,50,35,0.11689444875055092,0.9944600921819295
Vision-only LSTM,5,50,36,0.11033399550260171,0.9365742393697083
Vision-only LSTM,5,50,37,0.11112453832292206,1.002822542278022
Vision-only LSTM,5,50,38,0.1032631954131477,0.9550937604729235
Vision-only LSTM,5,50,39,0.11990921355178637,1.2225334744595882
Vision-only LSTM,5,50,40,0.11278110007841523,0.9900120861312878
Vision-only LSTM,5,50,41,0.11887517606103143,0.8536203928776007
Vision-only LSTM,5,50,42,0.11222905235198603,0.9099492033010259
Vision-only LSTM,5,50,43,0.12843738972480698,0.9250269371008722
Vision-only LSTM,5,50,44,0.10858554516165464,1.007418118182968
Vision-only LSTM,5,50,45,0.10604888499421472,0.9969012398639815
Vision-only LSTM,5,50,46,0.10491594736723085,1.0021958879704744
Vision-only LSTM,5,50,47,0.09664062057670794,1.1786599868529748
Vision-only LSTM,5,50,48,0.15064064565347224,0.9639751553785376
Vision-only LSTM,5,50,49,0.10254783603628342,0.9477102625763641
Vision-only LSTM,5,50,50,0.09259617057796499,1.6531070336324614
Vision-only LSTM,5,50,51,0.11846515603165166,1.0098560413099684
Vision-only LSTM,5,50,52,0.11312147604718786,0.8448999032721829
Vision-only LSTM,5,50,53,0.09887685007093681,1.1533465325145102
Vision-only LSTM,5,50,54,0.08826763601460684,1.2542735594061185
Vision-only LSTM,5,50,55,0.0922762592524892,0.9299071037153903
Vision-only LSTM,5,50,56,0.0940062598116705,1.150659379781667
Vision-only LSTM,5,50,57,0.08277395729892038,2.070781895105944
Vision-only LSTM,5,50,58,0.09572004841381543,1.1627901674129177
Vision-only LSTM,5,50,59,0.08153680506401872,1.1836486226513951
Vision-only LSTM,5,50,60,0.07790804531247408,1.9495321138209392
Vision-only LSTM,5,51,1,1.0337147294672495,1.140305091749947
Vision-only LSTM,5,51,2,0.37646048759524064,0.859011543996679
Vision-only LSTM,5,51,3,0.2832629367836832,0.9087862624812176
Vision-only LSTM,5,51,4,0.25330445985680256,0.7166144290560197
Vision-only LSTM,5,51,5,0.2458231819079986,0.7381590803464254
Vision-only LSTM,5,51,6,0.23175738957987568,0.7966689332476202
Vision-only LSTM,5,51,7,0.20607645004860045,0.9933999959277907
Vision-only LSTM,5,51,8,0.19790620979655765,0.8910215178375724
Vision-only LSTM,5,51,9,0.19654781846249775,0.7604570419408491
Vision-only LSTM,5,51,10,0.17220528455248224,0.7737507574275855
Vision-only LSTM,5,51,11,0.17750407142548696,0.9369875251059762
Vision-only LSTM,5,51,12,0.16822381363212696,0.8235059404741794
Vision-only LSTM,5,51,13,0.18172341594506725,0.9421615335051619
Vision-only LSTM,5,51,14,0.17394805899302554,1.0969509208727184
Vision-only LSTM,5,51,15,0.20700748262965693,0.8296445829313506
Vision-only LSTM,5,51,16,0.1662269947979704,0.7657841044776844
Vision-only LSTM,5,51,17,0.16664061595935425,0.8557880788854083
Vision-only LSTM,5,51,18,0.15586217091221594,0.8618773027348569
Vision-only LSTM,5,51,19,0.15547140954333646,0.8926615535400698
Vision-only LSTM,5,51,20,0.1419871223308465,0.9392759230776653
Vision-only LSTM,5,51,21,0.13506354451763147,0.9822793444872402
Vision-only LSTM,5,51,22,0.14844528039418062,1.0383979790303193
Vision-only LSTM,5,51,23,0.13288413781576963,0.9649296627229614
Vision-only LSTM,5,51,24,0.13328551839366828,1.0501911936472297
Vision-only LSTM,5,51,25,0.14584172279955854,0.9343110463841656
Vision-only LSTM,5,51,26,0.140101297185135,0.8532302274644
Vision-only LSTM,5,51,27,0.12219896640815525,1.2246418912393242
Vision-only LSTM,5,51,28,0.11385284521875759,1.0708037746339973
Vision-only LSTM,5,51,29,0.1184480027312748,0.9807770198808526
Vision-only LSTM,5,51,30,0.10953853981776876,1.013370736152621
Vision-only LSTM,5,51,31,0.103483859157803,1.0828298904017333
Vision-only LSTM,5,51,32,0.09045607631745653,1.2387520372398995
Vision-only LSTM,5,51,33,0.10426054663746419,1.0293221203317433
Vision-only LSTM,5,51,34,0.0978672187798172,1.438121922361026
Vision-only LSTM,5,51,35,0.10359268145731691,1.310456945469107
Vision-only LSTM,5,51,36,0.09214509621540694,1.767498669275073
Vision-only LSTM,5,51,37,0.09810456003642651,1.4322674430641238
Vision-only LSTM,5,51,38,0.09746402426311607,1.091073101944831
Vision-only LSTM,5,51,39,0.13736915128759247,1.5809671950977553
Vision-only LSTM,5,51,40,0.09894860909757007,1.5365011622149114
Vision-only LSTM,5,51,41,0.09947809477985324,1.192956239250596
Vision-only LSTM,5,51,42,0.08955502811924189,1.6224998030460105
Vision-only LSTM,5,51,43,0.08538394209426102,1.3544766367208096
Vision-only LSTM,5,51,44,0.0911014007364264,1.2444031867833194
Vision-only LSTM,5,51,45,0.07319025003879985,1.5528673672310587
Vision-only LSTM,5,51,46,0.08411227970417119,1.69414253112327
Vision-only LSTM,5,51,47,0.08602986555897621,1.1470644268591885
Vision-only LSTM,5,51,48,0.07967144187033687,1.5008757661176801
Vision-only LSTM,5,51,49,0.07837337879389934,1.8016265546102506
Vision-only LSTM,5,51,50,0.0711532836504089,1.3078434523234077
Vision-only LSTM,5,51,51,0.10646127054018666,1.172317772025957
Vision-only LSTM,5,51,52,0.0996401707209747,1.2028322190444611
Vision-only LSTM,5,51,53,0.08803088357657846,1.3326778004543398
Vision-only LSTM,5,51,54,0.07928557556995727,1.259922387468896
Vision-only LSTM,5,51,55,0.07581009936396853,1.2190747650718976
Vision-only LSTM,5,51,56,0.0801435366006539,1.2797766255617016
Vision-only LSTM,5,51,57,0.07240021301745785,2.0515902206942096
Vision-only LSTM,5,51,58,0.06823705589970167,1.3008824575387832
Vision-only LSTM,5,51,59,0.10424775081872484,1.4898584477478478
Vision-only LSTM,5,51,60,0.08037165348301784,1.7732831350951388
Fusion-LSTM without derivatives,1,42,1,1.0263146108513534,0.4964708752727109
Fusion-LSTM without derivatives,1,42,2,0.3449460260322613,0.6078433065794299
Fusion-LSTM without derivatives,1,42,3,0.3043852766923066,0.8320105301071763
Fusion-LSTM without derivatives,1,42,4,0.2662461285844793,0.4753827190561614
Fusion-LSTM without derivatives,1,42,5,0.2515820466064439,0.48983621781602094
Fusion-LSTM without derivatives,1,42,6,0.2551428924554095,0.6623369886752695
Fusion-LSTM without derivatives,1,42,7,0.25715391647625085,0.5404614088607784
Fusion-LSTM without derivatives,1,42,8,0.2463894061203519,0.7608207044049129
Fusion-LSTM without derivatives,1,42,9,0.23907173596331702,0.6597250895242771
Fusion-LSTM without derivatives,1,42,10,0.2373608713293721,0.7299478605733227
Fusion-LSTM without derivatives,1,42,11,0.23826086522981543,0.6036317324425939
Fusion-LSTM without derivatives,1,42,12,0.226593283746222,0.6445765762084186
Fusion-LSTM without derivatives,1,42,13,0.22652368271336198,0.7901965300367063
Fusion-LSTM without derivatives,1,42,14,0.2313249610813488,0.5948424849588916
Fusion-LSTM without derivatives,1,42,15,0.2221039052672345,1.3430823772146017
Fusion-LSTM without derivatives,1,42,16,0.2313930955686839,1.3041655825806364
Fusion-LSTM without derivatives,1,42,17,0.22589111144838883,0.925730436946611
Fusion-LSTM without derivatives,1,42,18,0.22185026778212918,0.5569203496447899
Fusion-LSTM without derivatives,1,42,19,0.22150995295499376,0.7802461964747941
Fusion-LSTM without derivatives,1,42,20,0.2309173360228685,0.42835723188563213
Fusion-LSTM without derivatives,1,42,21,0.23496361485559855,0.5798486753892099
Fusion-LSTM without derivatives,1,42,22,0.22013884839609835,0.49340307709430997
Fusion-LSTM without derivatives,1,42,23,0.21821804042231993,0.5587512014484506
Fusion-LSTM without derivatives,1,42,24,0.2104665463627631,0.663895857518449
Fusion-LSTM without derivatives,1,42,25,0.2201947864937753,0.4905046482943389
Fusion-LSTM without derivatives,1,42,26,0.21859901894209277,0.6391928144096078
Fusion-LSTM without derivatives,1,42,27,0.2133759165968549,0.6423518148639417
Fusion-LSTM without derivatives,1,42,28,0.20620850675257077,0.7951433496467722
Fusion-LSTM without derivatives,1,42,29,0.20721045872345475,0.5341381623528788
Fusion-LSTM without derivatives,1,42,30,0.20062761234181395,0.7382347328076823
Fusion-LSTM without derivatives,1,42,31,0.2023219847444532,0.7346957709866749
Fusion-LSTM without derivatives,1,42,32,0.19630750529880453,0.7070734100709172
Fusion-LSTM without derivatives,1,42,33,0.1953720340796209,0.7800854836713593
Fusion-LSTM without derivatives,1,42,34,0.19293890394921087,0.877007615969241
Fusion-LSTM without derivatives,1,42,35,0.1935278320957667,0.655060006746831
Fusion-LSTM without derivatives,1,42,36,0.20160321495409822,0.8476432905741332
Fusion-LSTM without derivatives,1,42,37,0.18886073804282907,1.2096338289432556
Fusion-LSTM without derivatives,1,42,38,0.18491047362339894,3.0852560523655304
Fusion-LSTM without derivatives,1,42,39,0.20736852937079003,1.4775445719114826
Fusion-LSTM without derivatives,1,42,40,0.18491141351459944,1.0202448712173748
Fusion-LSTM without derivatives,1,42,41,0.17989840056990053,1.1571303818148386
Fusion-LSTM without derivatives,1,42,42,0.17123390333715546,2.0567592305230833
Fusion-LSTM without derivatives,1,42,43,0.17491725297028435,2.967399034219593
Fusion-LSTM without derivatives,1,42,44,0.18059054238843156,2.127076911859105
Fusion-LSTM without derivatives,1,42,45,0.1818539668126593,2.190657074596397
Fusion-LSTM without derivatives,1,42,46,0.16993450383491915,3.0037427863078796
Fusion-LSTM without derivatives,1,42,47,0.15505284083798657,1.9605177156002391
Fusion-LSTM without derivatives,1,42,48,0.16039756337251757,2.9228747950737954
Fusion-LSTM without derivatives,1,42,49,0.15726384894434375,2.440990486820726
Fusion-LSTM without derivatives,1,42,50,0.15864568622496442,2.9919258920042395
Fusion-LSTM without derivatives,1,42,51,0.17787354130659888,2.7046119568584412
Fusion-LSTM without derivatives,1,42,52,0.25664620149106265,3.57629582941907
Fusion-LSTM without derivatives,1,42,53,0.18247939399724222,3.722231604861763
Fusion-LSTM without derivatives,1,42,54,0.16058840694279394,3.494081436463122
Fusion-LSTM without derivatives,1,42,55,0.16029180415881955,3.5813591976023322
Fusion-LSTM without derivatives,1,42,56,0.21023328249488224,3.872203926034506
Fusion-LSTM without derivatives,1,42,57,0.1783754665583262,3.7151740230776102
Fusion-LSTM without derivatives,1,42,58,0.15939304367312646,4.114456490814623
Fusion-LSTM without derivatives,1,42,59,0.14923658346594626,2.5523205972598784
Fusion-LSTM without derivatives,1,42,60,0.1393486026944856,3.2006248447895675
Fusion-LSTM without derivatives,1,43,1,0.9763122832569836,0.5817462639488764
Fusion-LSTM without derivatives,1,43,2,0.3492955638033877,0.640072023250022
Fusion-LSTM without derivatives,1,43,3,0.335483258134178,0.7536297134695813
Fusion-LSTM without derivatives,1,43,4,0.30503289901902314,1.1357961386379707
Fusion-LSTM without derivatives,1,43,5,0.2971784396585063,0.8710427562583167
Fusion-LSTM without derivatives,1,43,6,0.2797276906458361,0.9688713041054128
Fusion-LSTM without derivatives,1,43,7,0.25207016528165943,0.5962431223387489
Fusion-LSTM without derivatives,1,43,8,0.25195690267347026,0.7923571493328242
Fusion-LSTM without derivatives,1,43,9,0.23825587949922897,1.3126402824523564
Fusion-LSTM without derivatives,1,43,10,0.24018176424180743,1.126190332871563
Fusion-LSTM without derivatives,1,43,11,0.23516270360676858,0.7227378772177286
Fusion-LSTM without derivatives,1,43,12,0.23110169863275642,0.7316725568795104
Fusion-LSTM without derivatives,1,43,13,0.2401566545388502,0.5510248100420214
Fusion-LSTM without derivatives,1,43,14,0.23231872626629557,0.8435085749163818
Fusion-LSTM without derivatives,1,43,15,0.2242436436122927,0.5820081994343603
Fusion-LSTM without derivatives,1,43,16,0.22926532468892552,0.6200039280223146
Fusion-LSTM without derivatives,1,43,17,0.2287636994215835,0.6455700110089604
Fusion-LSTM without derivatives,1,43,18,0.2196999203418307,0.7207652023628323
Fusion-LSTM without derivatives,1,43,19,0.22770724175234416,0.6713409939277097
Fusion-LSTM without derivatives,1,43,20,0.2104959248085157,0.7048464575840993
Fusion-LSTM without derivatives,1,43,21,0.21370943403845197,0.7919540595520967
Fusion-LSTM without derivatives,1,43,22,0.22152441600738562,0.9828500684889607
Fusion-LSTM without derivatives,1,43,23,0.20836574592493556,1.4775238973664537
Fusion-LSTM without derivatives,1,43,24,0.2112651062260988,0.5538646114572289
Fusion-LSTM without derivatives,1,43,25,0.20152808315272994,0.7824404321813984
Fusion-LSTM without derivatives,1,43,26,0.20325316070850485,1.9216680776648052
Fusion-LSTM without derivatives,1,43,27,0.20747297558690642,0.6407312433424736
Fusion-LSTM without derivatives,1,43,28,0.21721681747196053,0.44956714989504226
Fusion-LSTM without derivatives,1,43,29,0.20247733506842586,0.5636774412116164
Fusion-LSTM without derivatives,1,43,30,0.195372724573404,0.7060246644717343
Fusion-LSTM without derivatives,1,43,31,0.19219507533612434,0.7720189112662269
Fusion-LSTM without derivatives,1,43,32,0.2114770161434733,0.9388876319306452
Fusion-LSTM without derivatives,1,43,33,0.19454909963728023,1.174162979364645
Fusion-LSTM without derivatives,1,43,34,0.19102957774169038,1.5566361578380536
Fusion-LSTM without derivatives,1,43,35,0.25179087206593004,3.071285502215851
Fusion-LSTM without derivatives,1,43,36,0.2442603601924021,0.5695306463811383
Fusion-LSTM without derivatives,1,43,37,0.1999978322586157,0.9733701747855801
Fusion-LSTM without derivatives,1,43,38,0.19553342551396194,0.8184603154346878
Fusion-LSTM without derivatives,1,43,39,0.1810554023121849,0.9739859213181762
Fusion-LSTM without derivatives,1,43,40,0.18172633068734576,1.2060720439164643
Fusion-LSTM without derivatives,1,43,41,0.20259442071339887,0.4963045065570427
Fusion-LSTM without derivatives,1,43,42,0.1876799838312731,0.48539102930317884
Fusion-LSTM without derivatives,1,43,43,0.18670528618502,0.526877373175801
Fusion-LSTM without derivatives,1,43,44,0.20011231016372255,0.5128451420825982
Fusion-LSTM without derivatives,1,43,45,0.18157168746287825,0.5728470451614391
Fusion-LSTM without derivatives,1,43,46,0.17350183815900397,0.572763659075621
Fusion-LSTM without derivatives,1,43,47,0.1657235126067205,0.7399186907761752
Fusion-LSTM without derivatives,1,43,48,0.17427674757011996,0.5564638073214445
Fusion-LSTM without derivatives,1,43,49,0.18430115456657362,0.5940973306976775
Fusion-LSTM without derivatives,1,43,50,0.16778745283206598,0.9921745731020873
Fusion-LSTM without derivatives,1,43,51,0.1691412987670922,0.894091398367342
Fusion-LSTM without derivatives,1,43,52,0.19101201743803928,0.7787914034955407
Fusion-LSTM without derivatives,1,43,53,0.17603089873934438,1.164801010014626
Fusion-LSTM without derivatives,1,43,54,0.1723809964029258,0.9033408831937758
Fusion-LSTM without derivatives,1,43,55,0.17772675715249403,1.1796312886963851
Fusion-LSTM without derivatives,1,43,56,0.17276287671788004,0.5532340457666844
Fusion-LSTM without derivatives,1,43,57,0.15946838712413666,0.6721486008142276
