configuration,fold,seed,best_epoch,best_validation_loss,training_experiments,validation_experiments,test_experiments
Fusion-LSTM with derivatives,2,50,1,0.706967960809786,exp_1|exp_10|exp_5|exp_6|exp_7|exp_8|exp_9,exp_2|exp_4,exp_11|exp_3
Fusion-LSTM with derivatives,2,51,2,0.6428570180455501,exp_1|exp_10|exp_5|exp_6|exp_7|exp_8|exp_9,exp_2|exp_4,exp_11|exp_3
Fusion-LSTM with derivatives,3,42,3,0.6195580293297518,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,43,7,0.5680490283596191,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,44,6,0.5807444993055092,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,45,2,0.6463573436941991,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,46,2,0.5379934443367852,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,47,3,0.575289415488453,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,48,2,0.5463016098150417,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,49,3,0.5886544896371709,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,50,2,0.6834365321280321,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,3,51,2,0.5409084654704079,exp_1|exp_10|exp_3|exp_4|exp_5|exp_6|exp_9,exp_11|exp_2,exp_7|exp_8
Fusion-LSTM with derivatives,4,42,6,0.5613972244616324,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,43,3,0.5239914668805944,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,44,3,0.5449065987169118,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,45,4,0.5256215786908908,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,46,5,0.49369920037327575,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,47,2,0.567316214618443,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,48,2,0.519829611108488,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,49,4,0.5102746915267449,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,50,3,0.5728158525325967,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,4,51,3,0.5034437943679482,exp_10|exp_3|exp_4|exp_5|exp_7|exp_8,exp_11|exp_2,exp_1|exp_6|exp_9
Fusion-LSTM with derivatives,5,42,5,0.541572766983784,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,43,1,0.5818866833700824,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,44,1,0.6496045804373624,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,45,4,0.6201193278940469,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,46,5,0.556239854739647,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,47,1,0.5940698027860694,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,48,2,0.5499285836889559,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,49,3,0.5428719851705763,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,50,5,0.5869849094304899,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
Fusion-LSTM with derivatives,5,51,2,0.5588952891481748,exp_1|exp_10|exp_3|exp_6|exp_7|exp_8|exp_9,exp_11|exp_2,exp_4|exp_5
