class_id,class_name,precision,recall,specificity,f1,support
0,Good,0.7097242380261248,0.9296577946768061,0.902676399026764,0.8049382716049382,526
1,Burr,0.9151436031331592,0.739451476793249,0.9601959583588487,0.8179696616102684,948
2,Flash-burr,0.8923076923076924,0.8864628820960698,0.9769194536033914,0.8893756845564075,458
3,Surface-groove/void,0.96274217585693,0.9953775038520801,0.9870600414078675,0.9787878787878788,649
