feature,mean,scale
sensor_force,3797.174323493235,1103.9755342766955
sensor_rpm,1232.9908979089792,327.313363310308
sensor_torque,15.989950219532165,9.689834450229233
sensor_temp,507.7552726285777,77.12573447903823
weld_width_mm,11.049345081216147,1.4669585901349156
weld_area_mm2,74.04902722357531,7.556506555072567
Burrs_area_mm2,5.6357808569443915,6.611017605520438
flash_burr_area_mm2,9.365962622493395,19.229894301704988
surface_groove_void_area_mm2,0.9585473186525472,2.5250798671044414
total_defect_area_mm2,15.960290798863802,17.991314852502974
sensor_force_diff,-0.4651906519065191,149.65064037103681
sensor_rpm_diff,0.0019065190651906519,0.9949114351080772
sensor_torque_diff,0.0028176482294904937,4.824098137858105
sensor_temp_diff,0.013884895318961012,1.2133088094147637
weld_width_mm_diff,0.001935178960924384,0.5969767993146727
weld_area_mm2_diff,0.06786880971001795,2.113243063509676
Burrs_area_mm2_diff,-0.0036885980995435513,2.085791980516872
flash_burr_area_mm2_diff,-0.021725768467118142,3.7801458996554955
surface_groove_void_area_mm2_diff,0.0012748574212864774,0.5465273827113192
total_defect_area_mm2_diff,-0.024139508588901386,4.184479967709623
